"CITY","YEAR","VALUE","EPS","VAR_INTERES","TYPE_USER"
NA,"2009",29.9033558514059,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
NA,"2010",27.9389556471509,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
NA,"2011",19.3503250383284,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
NA,"2012",14.5406732795793,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
NA,"2013",18.9124371934442,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
NA,"2014",10.8084557729636,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2009",28.1884777750186,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2010",28.0378498489501,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2011",19.8973805022954,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2012",13.735451690375,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2013",16.3812406572345,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05001 - Medellín","2014",8.77576218064394,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2009",29.1109696583917,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2010",19.7886083382267,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2011",12.3401534526854,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2012",15.270312993993,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2013",10.0063938618926,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05002 - Abejorral","2014",10.9489051094891,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05004 - Abriaquí","2012",10.4166666666667,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05004 - Abriaquí","2013",20.5035971223022,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2009",23.8219895287958,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2010",27.8189910979228,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2011",12.0754716981132,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2012",5.22388059701492,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2013",10.7390300230947,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05021 - Alejandría","2014",0.78740157480315,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05030 - Amagá","2009",25,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05030 - Amagá","2011",13.1729667812142,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05030 - Amagá","2012",12.8135593220339,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05030 - Amagá","2013",9.48207171314741,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05030 - Amagá","2014",5.55555555555556,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2009",33.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2010",11.1111111111111,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2011",28.5714285714286,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2012",6.07287449392713,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2013",15.281173594132,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05031 - Amalfi","2014",6.25,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2009",100,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2010",25,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2011",50,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2012",6.78824721377913,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2013",16.9362992922144,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05034 - Andes","2014",15.2586771447282,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05038 - Angostura","2009",50,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05038 - Angostura","2010",100,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05038 - Angostura","2011",50,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05040 - Anorí","2010",50,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05040 - Anorí","2011",25,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05040 - Anorí","2012",3.7037037037037,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05040 - Anorí","2013",18.6094069529652,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05040 - Anorí","2014",18.9873417721519,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2009",31.1671087533156,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2010",27.5504322766571,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2011",10.9010011123471,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2012",8.29087540528022,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2013",11.9213437115936,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05042 - Santafé De Antioquia","2014",5.5363321799308,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2009",33.8194054963545,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2010",38.9265536723164,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2011",19.5729537366548,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2012",20.510483135825,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2013",16.5973185390661,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05044 - Anza","2014",15.4609929078014,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2009",52.3301170190926,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2010",50.3462426263144,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2011",32.0731096644967,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2012",13.9903381642512,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2013",16.1609033168666,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05045 - Apartadó","2014",4.68521229868228,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05051 - Arboletes","2010",66.9473684210526,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05051 - Arboletes","2011",33.1182795698925,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05051 - Arboletes","2012",17.9487179487179,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05051 - Arboletes","2013",33.87277679859,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05051 - Arboletes","2014",22.9473684210526,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2009",33.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2010",20,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2011",17.5637393767705,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2012",12.5,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2013",19.1709844559585,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05055 - Argelia","2014",7.93650793650794,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05059 - Armenia","2009",25,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05059 - Armenia","2010",60,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05059 - Armenia","2012",15.7894736842105,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05059 - Armenia","2013",19.8653198653199,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05059 - Armenia","2014",10.989010989011,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05079 - Barbosa","2010",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05079 - Barbosa","2011",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05079 - Barbosa","2012",17.6690946930281,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05079 - Barbosa","2013",18.8267591388528,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05079 - Barbosa","2014",3.55987055016181,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05086 - Belmira","2011",24.5923913043478,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05086 - Belmira","2012",4.14414414414414,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05086 - Belmira","2013",32.1619556913675,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05086 - Belmira","2014",17.7966101694915,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05088 - Bello","2009",27.7400054392168,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05088 - Bello","2010",23.5828712261245,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05088 - Bello","2011",12.251843448667,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05088 - Bello","2012",11.4265508183471,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
"05088 - Bello","2013",14.8166023166023,"CCF002","Condiciones transmisibles y nutricionales","2 - SUBSIDIADO"
