CITY;YEAR;VALUE;EPS;VAR_INTERES;TYPE_USER
;2009; 37,344398;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2010; 31,746032;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2011; 22,072072;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2012; 31,451613;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2013; 17,307692;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2014; 30,503979;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2015; 30,810811;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2018; 22,284644;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2019; 17,445899;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
;2020; 12,279412;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05001 - Medellín;2009; 33,333333;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05001 - Medellín;2013;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05001 - Medellín;2014; 16,666667;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05001 - Medellín;2015; 50,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05001 - Medellín;2019; 11,111111;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
05360 - Itagui;2019; 50,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
08001 - Barranquilla;2009;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
08001 - Barranquilla;2014; 66,666667;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
08001 - Barranquilla;2015; 66,666667;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
08758 - Soledad;2019;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
-1 - No Definido;2015;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
-1 - No Definido;2018; 21,722114;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
-1 - No Definido;2019; 17,084548;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
-1 - No Definido;2020; 12,252964;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2009; 39,130435;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2010; 34,736842;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2011; 25,517241;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2012; 31,868132;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2013; 16,981132;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2014; 33,333333;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2015; 24,427481;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
11001 - Bogotá, D.C.;2018; 37,500000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2009; 12,500000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2010; 16,666667;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2012; 22,222222;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2013; 42,857143;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2014; 25,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2015; 23,076923;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13001 - Cartagena;2019; 31,250000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13188 - Cicuco;2019; 12,500000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13430 - Magangué;2009;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
13430 - Magangué;2020; 66,666667;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
15572 - Puerto Boyacá;2019; 28,571429;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
15696 - Santa Sofía;2012;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
17001 - Manizales;2019;  4,545455;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
17380 - La Dorada;2019; 25,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
20001 - Valledupar;2015;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
20238 - El Copey;2019;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
23586 - Purísima;2019;100,000000;RES002;Condiciones transmisibles y nutricionales;4 - PARTICULAR
