"CITY","YEAR","VALUE","EPS","VAR_INTERES","TYPE_USER"
NA,"2009",26.5462260511765,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
NA,"2010",28.8696858836887,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
NA,"2011",21.7083529966966,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
NA,"2012",18.3847129954467,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
NA,"2013",16.2977483732201,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
NA,"2014",12.1826063876847,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2009",25.4920192158686,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2010",29.9572284003422,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2011",23.311438840005,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2012",20.3664122137405,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2013",17.8014838228193,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05001 - Medellín","2014",12.692250261311,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2009",21.9607843137255,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2010",20.7446808510638,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2011",21.875,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2012",22.4137931034483,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2013",13.8888888888889,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05002 - Abejorral","2014",24,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05004 - Abriaquí","2013",30,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05021 - Alejandría","2009",20.5882352941176,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05021 - Alejandría","2010",29.4117647058824,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05021 - Alejandría","2012",25,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05021 - Alejandría","2013",5.55555555555556,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05030 - Amagá","2011",15,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05030 - Amagá","2012",17.5438596491228,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05030 - Amagá","2013",7.2289156626506,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05030 - Amagá","2014",7.5,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05031 - Amalfi","2010",50,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05031 - Amalfi","2013",13.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05034 - Andes","2012",14.2857142857143,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05034 - Andes","2013",14.1573033707865,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05034 - Andes","2014",14.1732283464567,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05040 - Anorí","2013",30.7692307692308,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05040 - Anorí","2014",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2009",27.4509803921569,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2010",32.2222222222222,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2011",10.7142857142857,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2012",7.14285714285714,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2013",9.85915492957746,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05042 - Santafé De Antioquia","2014",12.5,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2009",18.75,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2010",38.7096774193548,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2011",11.1111111111111,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2012",29.1666666666667,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2013",4.54545454545455,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05044 - Anza","2014",25,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2009",32.8793774319066,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2010",43.9252336448598,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2011",36.6515837104072,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2012",25.4716981132075,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2013",10.6583072100313,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05045 - Apartadó","2014",5.35714285714286,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05051 - Arboletes","2010",75,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05051 - Arboletes","2011",30.7692307692308,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05051 - Arboletes","2012",31.5789473684211,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05051 - Arboletes","2013",22.4,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05051 - Arboletes","2014",27.906976744186,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05055 - Argelia","2009",25,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05055 - Argelia","2011",50,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05055 - Argelia","2012",33.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05055 - Argelia","2013",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05055 - Argelia","2014",100,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05059 - Armenia","2012",33.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05059 - Armenia","2013",12.5,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05059 - Armenia","2014",9.09090909090909,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05079 - Barbosa","2012",24.3589743589744,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05079 - Barbosa","2013",11.9631901840491,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05086 - Belmira","2011",28.5714285714286,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05086 - Belmira","2012",11.1111111111111,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05086 - Belmira","2013",13.7931034482759,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05086 - Belmira","2014",36.3636363636364,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2009",28.1553398058252,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2010",25.2493019545273,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2011",15.0943396226415,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2012",15.989847715736,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2013",12.7798507462687,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05088 - Bello","2014",10.1052631578947,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05091 - Betania","2012",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05091 - Betania","2013",3.84615384615385,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05091 - Betania","2014",7.69230769230769,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05093 - Betulia","2011",22.2222222222222,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05093 - Betulia","2012",20,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05093 - Betulia","2013",5.74712643678161,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05101 - Ciudad Bolívar","2012",33.3333333333333,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05101 - Ciudad Bolívar","2013",7.03125,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05101 - Ciudad Bolívar","2014",3.84615384615385,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05107 - Briceño","2011",14.2857142857143,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05107 - Briceño","2013",11.1111111111111,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05113 - Buriticá","2009",34.2857142857143,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05113 - Buriticá","2010",27.6315789473684,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05113 - Buriticá","2011",25,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05113 - Buriticá","2012",11.1111111111111,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05113 - Buriticá","2013",31.5789473684211,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05120 - Cáceres","2011",100,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05125 - Caicedo","2013",28.5714285714286,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05125 - Caicedo","2014",20,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2009",23.0287859824781,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2010",21.0149642160052,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2011",12.0634920634921,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2012",14.8745519713262,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2013",14.3518518518519,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05129 - Caldas","2014",11.340206185567,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05134 - Campamento","2013",15.3846153846154,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05138 - Cañasgordas","2009",42.8571428571429,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05138 - Cañasgordas","2010",30.3921568627451,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05138 - Cañasgordas","2011",7.69230769230769,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05138 - Cañasgordas","2012",19.2982456140351,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05138 - Cañasgordas","2013",17.1428571428571,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05142 - Caracolí","2012",20,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05142 - Caracolí","2013",16.6666666666667,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05145 - Caramanta","2012",15,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05145 - Caramanta","2013",40,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05147 - Carepa","2009",38.2488479262673,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05147 - Carepa","2010",33.2298136645963,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
"05147 - Carepa","2011",28.4615384615385,"CCF002","Condiciones transmisibles y nutricionales","1 - CONTRIBUTIVO"
